train_number,train_name,train_type,priority_class,delay_penalty_weight,direction,station,km_location,arrival_time,departure_time,arrival_min_of_day,departure_min_of_day,is_halt
14217,Unchahar Express (UP),EXPRESS,3,45,UP,DER,37.0,02:04,02:06,124.0,126.0,True
14217,Unchahar Express (UP),EXPRESS,3,45,UP,GZB,25.0,02:17,02:19,137.1,139.1,True
14217,Unchahar Express (UP),EXPRESS,3,45,UP,NDLS,0.0,02:42,02:42,162.2,162.2,False
12877,Garib Rath Express (UP),SUPERFAST,2,60,UP,CNB,440.0,06:15,06:15,375.0,375.0,True
12877,Garib Rath Express (UP),SUPERFAST,2,60,UP,PHD,357.0,07:10,07:10,430.3,430.3,False
12877,Garib Rath Express (UP),SUPERFAST,2,60,UP,ETW,301.0,07:48,07:48,467.7,467.7,False
12877,Garib Rath Express (UP),SUPERFAST,2,60,UP,FZD,226.0,08:38,08:38,517.7,517.7,False
12877,Garib Rath Express (UP),SUPERFAST,2,60,UP,TDL,209.0,08:49,08:49,529.0,529.0,False
12877,Garib Rath Express (UP),SUPERFAST,2,60,UP,ALJN,131.0,09:41,09:41,581.0,581.0,False
12877,Garib Rath Express (UP),SUPERFAST,2,60,UP,KRJ,83.0,10:13,10:13,613.0,613.0,False
12877,Garib Rath Express (UP),SUPERFAST,2,60,UP,DER,37.0,10:44,10:44,643.7,643.7,False
12877,Garib Rath Express (UP),SUPERFAST,2,60,UP,GZB,25.0,10:52,10:52,651.7,651.7,False
12877,Garib Rath Express (UP),SUPERFAST,2,60,UP,NDLS,0.0,11:08,11:08,668.3,668.3,False
12275,Duronto Express (UP),SUPERFAST,2,70,UP,CNB,440.0,01:20,01:20,80.0,80.0,True
12275,Duronto Express (UP),SUPERFAST,2,70,UP,PHD,357.0,02:12,02:12,132.4,132.4,False
12275,Duronto Express (UP),SUPERFAST,2,70,UP,ETW,301.0,02:48,02:48,167.8,167.8,False
12275,Duronto Express (UP),SUPERFAST,2,70,UP,FZD,226.0,03:35,03:35,215.2,215.2,False
12275,Duronto Express (UP),SUPERFAST,2,70,UP,TDL,209.0,03:46,03:46,225.9,225.9,False
12275,Duronto Express (UP),SUPERFAST,2,70,UP,ALJN,131.0,04:35,04:35,275.2,275.2,False
12275,Duronto Express (UP),SUPERFAST,2,70,UP,KRJ,83.0,05:05,05:05,305.5,305.5,False
12275,Duronto Express (UP),SUPERFAST,2,70,UP,DER,37.0,05:35,05:35,334.5,334.5,False
12275,Duronto Express (UP),SUPERFAST,2,70,UP,GZB,25.0,05:42,05:42,342.1,342.1,False
12275,Duronto Express (UP),SUPERFAST,2,70,UP,NDLS,0.0,05:58,05:58,357.9,357.9,False
CONT-UP-01,Return DFC Container Rake,FREIGHT,4,15,UP,CNB,440.0,02:00,02:00,120.0,120.0,False
CONT-UP-01,Return DFC Container Rake,FREIGHT,4,15,UP,PHD,357.0,03:23,03:23,203.0,203.0,False
CONT-UP-01,Return DFC Container Rake,FREIGHT,4,15,UP,ETW,301.0,04:19,04:19,259.0,259.0,False
CONT-UP-01,Return DFC Container Rake,FREIGHT,4,15,UP,FZD,226.0,05:34,05:34,334.0,334.0,False
CONT-UP-01,Return DFC Container Rake,FREIGHT,4,15,UP,TDL,209.0,05:51,05:51,351.0,351.0,False
CONT-UP-01,Return DFC Container Rake,FREIGHT,4,15,UP,ALJN,131.0,07:09,07:09,429.0,429.0,False
CONT-UP-01,Return DFC Container Rake,FREIGHT,4,15,UP,KRJ,83.0,07:57,07:57,477.0,477.0,False
CONT-UP-01,Return DFC Container Rake,FREIGHT,4,15,UP,DER,37.0,08:43,08:43,523.0,523.0,False
CONT-UP-01,Return DFC Container Rake,FREIGHT,4,15,UP,GZB,25.0,08:55,08:55,535.0,535.0,False
CONT-UP-01,Return DFC Container Rake,FREIGHT,4,15,UP,NDLS,0.0,09:20,09:20,560.0,560.0,False
COAL-UP-02,Empty BoxN Rake to Coalfields,FREIGHT,4,15,UP,CNB,440.0,03:30,03:30,210.0,210.0,False
COAL-UP-02,Empty BoxN Rake to Coalfields,FREIGHT,4,15,UP,PHD,357.0,05:01,05:01,300.5,300.5,False
COAL-UP-02,Empty BoxN Rake to Coalfields,FREIGHT,4,15,UP,ETW,301.0,06:02,06:02,361.6,361.6,False
COAL-UP-02,Empty BoxN Rake to Coalfields,FREIGHT,4,15,UP,FZD,226.0,07:23,07:23,443.5,443.5,False
COAL-UP-02,Empty BoxN Rake to Coalfields,FREIGHT,4,15,UP,TDL,209.0,07:42,07:42,462.0,462.0,False
COAL-UP-02,Empty BoxN Rake to Coalfields,FREIGHT,4,15,UP,ALJN,131.0,09:07,09:07,547.1,547.1,False
COAL-UP-02,Empty BoxN Rake to Coalfields,FREIGHT,4,15,UP,KRJ,83.0,09:59,09:59,599.5,599.5,False
COAL-UP-02,Empty BoxN Rake to Coalfields,FREIGHT,4,15,UP,DER,37.0,10:50,10:50,649.6,649.6,False
COAL-UP-02,Empty BoxN Rake to Coalfields,FREIGHT,4,15,UP,GZB,25.0,11:03,11:03,662.7,662.7,False
COAL-UP-02,Empty BoxN Rake to Coalfields,FREIGHT,4,15,UP,NDLS,0.0,11:30,11:30,690.0,690.0,False
GOODS-UP-03,Grain Special Freight,FREIGHT,4,15,UP,CNB,440.0,12:30,12:30,750.0,750.0,False
GOODS-UP-03,Grain Special Freight,FREIGHT,4,15,UP,PHD,357.0,14:01,14:01,840.5,840.5,False
GOODS-UP-03,Grain Special Freight,FREIGHT,4,15,UP,ETW,301.0,15:02,15:02,901.6,901.6,False
GOODS-UP-03,Grain Special Freight,FREIGHT,4,15,UP,FZD,226.0,16:23,16:23,983.5,983.5,False
GOODS-UP-03,Grain Special Freight,FREIGHT,4,15,UP,TDL,209.0,16:42,16:42,1002.0,1002.0,False
GOODS-UP-03,Grain Special Freight,FREIGHT,4,15,UP,ALJN,131.0,18:07,18:07,1087.1,1087.1,False
GOODS-UP-03,Grain Special Freight,FREIGHT,4,15,UP,KRJ,83.0,18:59,18:59,1139.5,1139.5,False
GOODS-UP-03,Grain Special Freight,FREIGHT,4,15,UP,DER,37.0,19:50,19:50,1189.6,1189.6,False
GOODS-UP-03,Grain Special Freight,FREIGHT,4,15,UP,GZB,25.0,20:03,20:03,1202.7,1202.7,False
GOODS-UP-03,Grain Special Freight,FREIGHT,4,15,UP,NDLS,0.0,20:30,20:30,1230.0,1230.0,False
