asset_id,department,section_from,section_to,km_start,km_end,line,rail_type,rail_age_years,cumulative_gmt,tgi_unevenness,tgi_twist,tgi_gauge,tgi_alignment,tgi_composite,tgi_category,usfd_status,usfd_defect_count,rail_temperature_c,ambient_temperature_c,destressing_temp_c,thermal_buckling_risk,maintenance_permitted_temp,rainfall_mm_7day,ballast_condition,max_speed_kmph,route_class,machine_required,days_since_last_maintenance,speed_restriction_active,tsr_speed_kmph,ground_truth_failure,ground_truth_rul_days
TRK-0095,ENGINEERING_TRACK,DER,KRJ,65.27,67.13,UP,60kg 90UTS,10,307.7,66.2,76.9,64.9,41.2,52.14000000000001,AVERAGE,OBS,1,31.8,18.9,40.0,SAFE_RANGE,True,23.7,GOOD,130,A,CSM,156,False,0,0,222
TRK-0096,ENGINEERING_TRACK,TDL,FZD,220.96,221.72,UP,60kg 90UTS,18,585.5,70.4,52.2,56.7,52.3,56.35,AVERAGE,OBS,3,49.1,31.8,40.0,SAFE_RANGE,True,149.5,SATURATED,160,A,MANUAL,136,True,75,1,17
TRK-0097,ENGINEERING_TRACK,ALJN,TDL,188.49,189.5,UP,60kg 90UTS,15,513.9,69.6,68.9,72.8,44.9,55.029999999999994,AVERAGE,IMR,2,49.4,37.6,40.0,SAFE_RANGE,True,121.7,SATURATED,160,A,BCM,350,True,75,1,7
TRK-0098,ENGINEERING_TRACK,PHD,CNB,386.99,388.68,UP,60kg 90UTS,9,231.6,70.1,84.3,63.0,85.1,79.80999999999999,AVERAGE,CLEAR,0,45.2,29.8,40.0,SAFE_RANGE,True,121.0,FOULED,130,A,NONE,304,False,0,0,311
TRK-0099,ENGINEERING_TRACK,FZD,ETW,286.86,288.77,UP,60kg 90UTS,22,432.9,64.7,37.4,62.9,62.0,60.17,AVERAGE,OBS,1,51.6,34.1,40.0,SAFE_RANGE,True,59.0,FOULED,160,A,TAMPING,317,False,0,0,194
TRK-0100,ENGINEERING_TRACK,KRJ,ALJN,113.44,114.89,DN,60kg 90UTS,23,484.0,41.5,55.9,61.7,38.9,43.4,POOR,OBS,4,31.4,21.0,40.0,SAFE_RANGE,True,6.7,FOULED,130,A,BCM,257,True,30,1,23
TRK-0101,ENGINEERING_TRACK,GZB,DER,27.58,28.89,DN,60kg 90UTS,15,336.3,52.4,71.9,64.0,60.8,60.55,AVERAGE,OBS,1,58.3,42.7,40.0,MODERATE_HEAT_EXPANSION,True,97.2,GOOD,130,A,TAMPING,305,False,0,0,196
TRK-0102,ENGINEERING_TRACK,DER,KRJ,76.84,78.32,DN,60kg 90UTS,20,463.2,54.3,58.4,64.6,52.1,54.42,AVERAGE,CLEAR,0,53.0,42.7,40.0,SAFE_RANGE,True,66.7,GOOD,130,A,CSM,232,False,0,0,261
TRK-0103,ENGINEERING_TRACK,ETW,PHD,353.28,355.06,UP,60kg 90UTS,22,491.6,45.1,57.9,59.3,66.6,60.7,AVERAGE,OBS,3,31.8,19.6,40.0,SAFE_RANGE,True,174.3,FOULED,160,A,TAMPING,237,False,0,0,208
TRK-0104,ENGINEERING_TRACK,GZB,DER,32.29,33.75,UP,60kg 90UTS,2,61.5,77.5,80.4,75.2,73.9,75.4,AVERAGE,CLEAR,0,35.3,24.3,40.0,SAFE_RANGE,True,101.6,FOULED,130,A,NONE,40,False,0,0,358
TRK-0105,ENGINEERING_TRACK,PHD,CNB,373.99,374.81,UP,60kg 90UTS,11,335.4,67.5,59.0,69.7,62.8,64.05,AVERAGE,CLEAR,0,53.3,38.5,40.0,SAFE_RANGE,True,49.9,GOOD,130,A,TAMPING,79,False,0,0,288
TRK-0106,ENGINEERING_TRACK,DER,KRJ,61.31,63.01,UP,60kg 90UTS,22,711.2,39.8,54.9,45.2,51.1,48.63,POOR,CLEAR,0,34.3,21.4,40.0,SAFE_RANGE,True,141.9,FOULED,130,A,TAMPING,306,False,0,1,19
TRK-0107,ENGINEERING_TRACK,TDL,FZD,209.25,210.15,UP,52kg 72UTS,24,562.1,43.9,64.0,48.6,52.8,51.71999999999999,AVERAGE,CLEAR,0,31.5,21.0,40.0,SAFE_RANGE,True,80.7,FOULED,160,A,CSM,190,False,0,0,198
TRK-0108,ENGINEERING_TRACK,PHD,CNB,405.68,406.86,UP,60kg 90UTS,20,317.3,67.1,55.4,78.9,61.9,63.989999999999995,AVERAGE,IMR,5,40.9,25.8,40.0,SAFE_RANGE,True,5.6,GOOD,130,A,CSM,250,True,75,1,17
TRK-0109,ENGINEERING_TRACK,FZD,ETW,276.77,278.01,DN,60kg 90UTS,3,99.0,91.6,64.2,90.3,64.9,72.71000000000001,AVERAGE,CLEAR,0,37.6,26.4,40.0,SAFE_RANGE,True,22.7,GOOD,160,A,TAMPING,324,False,0,0,308
TRK-0110,ENGINEERING_TRACK,PHD,CNB,415.4,416.47,DN,60kg 90UTS,15,376.7,62.0,63.2,63.7,63.6,63.25,AVERAGE,CLEAR,0,45.5,29.2,40.0,SAFE_RANGE,True,20.6,GOOD,130,A,TAMPING,340,False,0,0,242
TRK-0111,ENGINEERING_TRACK,PHD,CNB,416.11,416.93,DN,52kg 72UTS,8,186.2,69.2,89.7,96.4,79.7,80.27000000000001,GOOD,CLEAR,0,52.7,39.5,40.0,SAFE_RANGE,True,131.3,GOOD,130,A,NONE,165,False,0,0,336
TRK-0112,ENGINEERING_TRACK,FZD,ETW,249.13,250.01,UP,60kg 90UTS,22,736.1,45.2,53.5,50.7,36.2,41.18000000000001,POOR,CLEAR,0,36.4,19.7,40.0,SAFE_RANGE,True,16.8,FOULED,160,A,CSM,54,True,60,1,26
TRK-0113,ENGINEERING_TRACK,DER,KRJ,62.04,63.42,DN,60kg 90UTS,22,383.8,63.5,46.7,75.8,63.9,63.29,AVERAGE,CLEAR,0,42.5,27.2,40.0,SAFE_RANGE,True,135.1,GOOD,130,A,TAMPING,31,False,0,0,296
TRK-0114,ENGINEERING_TRACK,ALJN,TDL,177.23,178.26,UP,52kg 72UTS,5,140.7,78.2,88.9,95.1,86.3,85.82,GOOD,CLEAR,0,34.7,23.8,40.0,SAFE_RANGE,True,152.2,SATURATED,160,A,NONE,193,True,30,0,278
TRK-0115,ENGINEERING_TRACK,ALJN,TDL,175.21,176.92,UP,60kg 90UTS,20,671.6,48.8,26.3,52.2,46.0,45.21,POOR,OBS,3,31.0,18.8,40.0,SAFE_RANGE,True,137.2,FOULED,160,A,BCM,178,False,0,1,15
TRK-0116,ENGINEERING_TRACK,TDL,FZD,209.1,210.9,DN,60kg 90UTS,3,53.5,94.8,75.8,91.5,64.7,74.51,AVERAGE,CLEAR,0,44.7,34.5,40.0,SAFE_RANGE,True,134.3,SATURATED,160,A,MANUAL,115,True,75,0,292
TRK-0117,ENGINEERING_TRACK,FZD,ETW,259.57,260.31,DN,60kg 90UTS,24,515.7,56.7,40.1,59.9,43.3,47.31999999999999,POOR,OBS,5,50.6,33.5,40.0,SAFE_RANGE,True,28.0,GOOD,160,A,TAMPING,321,False,0,1,21
TRK-0118,ENGINEERING_TRACK,NDLS,GZB,16.18,17.09,DN,60kg 90UTS,16,434.3,57.8,57.1,80.5,55.1,58.379999999999995,AVERAGE,CLEAR,0,40.5,28.8,40.0,SAFE_RANGE,True,92.2,GOOD,130,A,MANUAL,181,False,0,0,270
TRK-0119,ENGINEERING_TRACK,FZD,ETW,234.21,235.73,DN,60kg 90UTS,17,481.8,42.0,66.8,47.8,63.7,58.080000000000005,AVERAGE,CLEAR,0,32.4,19.2,40.0,SAFE_RANGE,True,107.9,SATURATED,160,A,TAMPING,8,True,45,0,248
TRK-0120,ENGINEERING_TRACK,ALJN,TDL,203.79,205.44,DN,52kg 72UTS,10,215.6,57.4,72.1,85.9,72.1,70.53999999999999,AVERAGE,CLEAR,0,34.2,18.2,40.0,SAFE_RANGE,True,31.6,GOOD,160,A,MANUAL,199,False,0,0,330
TRK-0121,ENGINEERING_TRACK,PHD,CNB,414.7,415.95,DN,60kg 90UTS,3,68.8,88.8,88.2,85.4,64.6,73.88,AVERAGE,CLEAR,0,50.8,37.3,40.0,SAFE_RANGE,True,82.8,GOOD,130,A,MANUAL,44,False,0,0,357
TRK-0122,ENGINEERING_TRACK,TDL,FZD,218.21,219.57,DN,52kg 72UTS,10,173.0,81.7,78.4,83.5,71.8,75.60999999999999,AVERAGE,OBS,1,31.1,18.5,40.0,SAFE_RANGE,True,144.2,SATURATED,160,A,NONE,321,True,75,0,203
TRK-0123,ENGINEERING_TRACK,TDL,FZD,210.41,212.18,UP,60kg 90UTS,14,374.9,60.3,64.6,75.6,54.6,58.839999999999996,AVERAGE,CLEAR,0,44.8,31.6,40.0,SAFE_RANGE,True,55.8,GOOD,160,A,TAMPING,178,False,0,0,270
TRK-0124,ENGINEERING_TRACK,KRJ,ALJN,98.65,99.4,UP,60kg 90UTS,17,428.4,46.0,73.6,62.9,57.4,57.29,AVERAGE,CLEAR,0,54.4,41.6,40.0,SAFE_RANGE,True,130.9,SATURATED,130,A,MANUAL,335,True,45,0,190
TRK-0125,ENGINEERING_TRACK,KRJ,ALJN,87.83,88.71,UP,60kg 90UTS,20,361.1,69.6,68.0,58.1,66.6,66.49,AVERAGE,CLEAR,0,48.3,37.7,40.0,SAFE_RANGE,True,171.2,SATURATED,130,A,TAMPING,326,True,75,0,255
TRK-0126,ENGINEERING_TRACK,ETW,PHD,342.49,344.13,DN,52kg 72UTS,22,736.6,52.1,50.5,64.8,37.2,44.27,POOR,OBS,5,52.6,34.7,40.0,SAFE_RANGE,True,58.2,FOULED,160,A,TAMPING,326,True,60,1,11
TRK-0127,ENGINEERING_TRACK,DER,KRJ,56.79,57.99,DN,52kg 72UTS,9,241.5,52.1,55.1,68.9,77.0,69.02000000000001,AVERAGE,CLEAR,0,37.8,27.2,40.0,SAFE_RANGE,True,83.1,GOOD,130,A,TAMPING,24,False,0,0,360
TRK-0128,ENGINEERING_TRACK,NDLS,GZB,8.85,9.78,UP,60kg 90UTS,20,537.6,39.1,46.3,58.4,50.7,48.71,POOR,OBS,4,44.4,30.0,40.0,SAFE_RANGE,True,142.5,SATURATED,130,A,CSM,26,True,75,1,11
TRK-0129,ENGINEERING_TRACK,KRJ,ALJN,98.11,99.32,UP,52kg 72UTS,2,48.0,91.6,82.8,86.8,89.4,88.92,GOOD,CLEAR,0,55.8,39.1,40.0,MODERATE_HEAT_EXPANSION,True,176.8,FOULED,130,A,NONE,48,False,0,0,356
TRK-0130,ENGINEERING_TRACK,PHD,CNB,409.98,410.54,DN,52kg 72UTS,15,382.2,71.2,80.0,55.1,60.0,63.75,AVERAGE,CLEAR,0,46.8,33.9,40.0,SAFE_RANGE,True,165.2,FOULED,130,A,TAMPING,203,False,0,0,266
TRK-0131,ENGINEERING_TRACK,FZD,ETW,283.31,284.83,UP,60kg 90UTS,21,586.9,40.9,49.1,52.8,33.2,38.29,POOR,IMR,1,41.1,26.6,40.0,SAFE_RANGE,True,69.6,FOULED,160,A,CSM,134,True,45,1,1
TRK-0132,ENGINEERING_TRACK,TDL,FZD,210.3,211.8,DN,60kg 90UTS,10,343.5,55.0,59.2,88.8,71.3,68.58,AVERAGE,CLEAR,0,49.3,36.2,40.0,SAFE_RANGE,True,107.1,GOOD,160,A,MANUAL,48,False,0,0,356
TRK-0133,ENGINEERING_TRACK,ALJN,TDL,174.04,175.51,DN,60kg 90UTS,5,142.0,81.0,89.8,74.9,77.1,78.92999999999999,AVERAGE,CLEAR,0,55.5,39.6,40.0,MODERATE_HEAT_EXPANSION,True,123.4,FOULED,160,A,NONE,274,False,0,0,317
TRK-0134,ENGINEERING_TRACK,GZB,DER,32.11,33.25,DN,60kg 90UTS,1,22.3,83.2,100.0,84.6,86.7,87.12,GOOD,CLEAR,0,34.4,22.7,40.0,SAFE_RANGE,True,170.6,FOULED,130,A,NONE,253,False,0,0,320
TRK-0135,ENGINEERING_TRACK,KRJ,ALJN,93.65,94.36,UP,60kg 90UTS,10,318.9,75.8,71.2,82.0,52.4,61.92,AVERAGE,CLEAR,0,36.8,20.6,40.0,SAFE_RANGE,True,150.3,FOULED,130,A,MANUAL,274,False,0,0,254
TRK-0136,ENGINEERING_TRACK,NDLS,GZB,15.89,17.7,UP,60kg 90UTS,20,450.7,64.3,63.7,67.0,61.6,62.89000000000001,AVERAGE,IMR,2,38.2,22.7,40.0,SAFE_RANGE,True,112.5,SATURATED,130,A,TAMPING,89,True,75,1,13
TRK-0137,ENGINEERING_TRACK,NDLS,GZB,9.86,11.37,UP,60kg 90UTS,15,408.2,51.3,67.0,63.2,49.1,52.74000000000001,AVERAGE,CLEAR,0,53.9,37.6,40.0,SAFE_RANGE,True,42.1,GOOD,130,A,TAMPING,127,False,0,0,279
TRK-0138,ENGINEERING_TRACK,ALJN,TDL,205.35,207.03,UP,60kg 90UTS,12,342.8,59.9,66.3,76.5,47.1,54.52,AVERAGE,OBS,1,46.3,32.8,40.0,SAFE_RANGE,True,138.5,SATURATED,160,A,CSM,200,True,75,1,26
TRK-0139,ENGINEERING_TRACK,DER,KRJ,73.76,75.46,UP,60kg 90UTS,9,144.4,90.3,81.0,83.7,71.9,77.67,AVERAGE,CLEAR,0,43.5,30.5,40.0,SAFE_RANGE,True,168.2,SATURATED,130,A,NONE,269,True,30,0,265
TRK-0140,ENGINEERING_TRACK,ALJN,TDL,137.46,138.2,DN,60kg 90UTS,17,305.1,70.7,70.5,68.6,66.6,68.00999999999999,AVERAGE,CLEAR,0,47.0,29.4,40.0,SAFE_RANGE,True,40.0,GOOD,160,A,MANUAL,235,False,0,0,323
TRK-0141,ENGINEERING_TRACK,TDL,FZD,223.89,225.01,DN,60kg 90UTS,17,382.1,41.4,73.5,63.9,60.5,58.32000000000001,AVERAGE,CLEAR,0,38.7,28.0,40.0,SAFE_RANGE,True,40.4,GOOD,160,A,MANUAL,168,False,0,0,272
TRK-0142,ENGINEERING_TRACK,GZB,DER,34.23,35.7,UP,52kg 72UTS,5,78.8,74.2,86.8,97.9,79.8,81.19,GOOD,CLEAR,0,55.7,41.9,40.0,MODERATE_HEAT_EXPANSION,True,149.6,FOULED,130,A,NONE,245,False,0,0,322
TRK-0143,ENGINEERING_TRACK,ETW,PHD,334.84,336.7,UP,60kg 90UTS,9,173.8,61.1,75.2,85.1,83.7,78.47,AVERAGE,CLEAR,0,39.4,21.9,40.0,SAFE_RANGE,True,109.6,GOOD,160,A,NONE,221,False,0,0,326
TRK-0144,ENGINEERING_TRACK,GZB,DER,33.54,34.4,UP,60kg 90UTS,2,39.5,69.6,94.2,92.9,82.2,81.95,GOOD,CLEAR,0,49.6,34.6,40.0,SAFE_RANGE,True,11.3,GOOD,130,A,NONE,260,False,0,0,319
TRK-0145,ENGINEERING_TRACK,PHD,CNB,358.35,359.62,UP,60kg 90UTS,23,411.0,42.3,55.1,65.7,59.7,56.36,AVERAGE,IMR,4,30.8,18.0,40.0,SAFE_RANGE,True,102.7,FOULED,130,A,CSM,100,True,30,1,21
TRK-0146,ENGINEERING_TRACK,PHD,CNB,436.92,437.52,UP,60kg 90UTS,13,422.1,44.3,75.7,64.7,67.6,63.459999999999994,AVERAGE,OBS,1,32.2,19.1,40.0,SAFE_RANGE,True,67.2,GOOD,130,A,MANUAL,13,False,0,0,247
TRK-0147,ENGINEERING_TRACK,TDL,FZD,221.62,222.64,UP,60kg 90UTS,25,666.0,50.7,54.5,60.1,57.3,55.98,AVERAGE,CLEAR,0,48.8,37.7,40.0,SAFE_RANGE,True,63.4,GOOD,160,A,MANUAL,178,False,0,0,200
TRK-0148,ENGINEERING_TRACK,DER,KRJ,74.37,75.9,DN,60kg 90UTS,21,391.6,58.0,77.6,61.7,76.6,71.49,AVERAGE,CLEAR,0,37.2,21.5,40.0,SAFE_RANGE,True,169.8,FOULED,130,A,TAMPING,23,False,0,0,360
TRK-0149,ENGINEERING_TRACK,ALJN,TDL,146.52,148.21,UP,60kg 90UTS,11,370.3,68.7,58.0,64.8,41.2,50.739999999999995,AVERAGE,CLEAR,0,49.3,31.4,40.0,SAFE_RANGE,True,97.7,GOOD,160,A,CSM,134,False,0,0,278
TRK-0150,ENGINEERING_TRACK,NDLS,GZB,18.08,18.87,DN,60kg 90UTS,25,398.9,83.1,57.8,74.9,47.1,58.15,AVERAGE,IMR,3,41.5,25.1,40.0,SAFE_RANGE,True,78.7,GOOD,130,A,TAMPING,209,True,75,1,18
TRK-0151,ENGINEERING_TRACK,FZD,ETW,251.09,251.87,DN,60kg 90UTS,12,401.8,48.5,62.1,66.5,46.3,50.339999999999996,AVERAGE,CLEAR,0,47.9,31.5,40.0,SAFE_RANGE,True,130.9,SATURATED,160,A,BCM,45,True,75,0,241
TRK-0152,ENGINEERING_TRACK,DER,KRJ,61.55,62.53,UP,60kg 90UTS,11,310.4,66.4,47.9,69.9,57.5,59.56,AVERAGE,CLEAR,0,40.8,26.0,40.0,SAFE_RANGE,True,76.7,GOOD,130,A,TAMPING,358,False,0,0,239
TRK-0153,ENGINEERING_TRACK,ETW,PHD,320.34,320.9,DN,60kg 90UTS,20,699.3,47.0,39.4,62.9,50.2,49.75000000000001,POOR,CLEAR,0,42.9,25.1,40.0,SAFE_RANGE,True,170.6,FOULED,160,A,CSM,43,False,0,1,26
TRK-0154,ENGINEERING_TRACK,FZD,ETW,252.89,254.59,UP,60kg 90UTS,1,17.9,100.0,90.4,92.1,91.6,93.21,GOOD,CLEAR,0,50.1,33.8,40.0,SAFE_RANGE,True,6.3,GOOD,160,A,NONE,39,False,0,0,358
TRK-0155,ENGINEERING_TRACK,KRJ,ALJN,119.59,120.64,DN,60kg 90UTS,19,297.3,66.3,78.7,71.1,78.4,75.28,AVERAGE,OBS,2,53.3,35.7,40.0,SAFE_RANGE,True,67.0,GOOD,130,A,NONE,44,False,0,0,304
TRK-0156,ENGINEERING_TRACK,DER,KRJ,60.83,61.93,DN,60kg 90UTS,8,273.7,63.1,72.7,65.8,61.5,63.370000000000005,AVERAGE,CLEAR,0,30.2,18.7,40.0,SAFE_RANGE,True,93.2,GOOD,130,A,TAMPING,292,False,0,0,250
TRK-0157,ENGINEERING_TRACK,GZB,DER,27.88,28.77,DN,60kg 90UTS,7,244.5,86.0,76.9,76.0,70.1,74.55,AVERAGE,CLEAR,0,42.7,25.4,40.0,SAFE_RANGE,True,88.4,GOOD,130,A,TAMPING,67,False,0,0,353
TRK-0158,ENGINEERING_TRACK,DER,KRJ,75.38,76.56,DN,60kg 90UTS,3,93.6,89.7,81.0,92.0,88.2,88.16,GOOD,CLEAR,0,61.1,43.2,40.0,HIGH_BUCKLING_RISK,False,120.2,FOULED,130,A,NONE,38,False,0,0,358
TRK-0159,ENGINEERING_TRACK,PHD,CNB,401.46,403.3,UP,60kg 90UTS,23,671.4,47.2,60.5,68.5,39.4,45.98,POOR,OBS,2,52.7,38.6,40.0,SAFE_RANGE,True,21.8,FOULED,130,A,TAMPING,107,False,0,1,17
TRK-0160,ENGINEERING_TRACK,DER,KRJ,47.65,48.89,DN,60kg 90UTS,18,476.0,59.8,42.1,74.0,66.5,63.470000000000006,AVERAGE,OBS,4,53.3,38.9,40.0,SAFE_RANGE,True,110.2,GOOD,130,A,MANUAL,49,False,0,0,240
TRK-0161,ENGINEERING_TRACK,GZB,DER,28.4,30.4,DN,52kg 72UTS,17,394.7,53.2,56.3,66.8,70.1,65.00999999999999,AVERAGE,CLEAR,0,43.2,28.6,40.0,SAFE_RANGE,True,22.6,GOOD,130,A,MANUAL,167,False,0,0,335
TRK-0162,ENGINEERING_TRACK,GZB,DER,29.95,31.47,DN,60kg 90UTS,5,162.8,51.8,80.0,71.3,77.8,72.16999999999999,AVERAGE,CLEAR,0,53.4,38.3,40.0,SAFE_RANGE,True,32.8,GOOD,130,A,MANUAL,71,False,0,0,352
TRK-0163,ENGINEERING_TRACK,FZD,ETW,263.21,265.01,UP,60kg 90UTS,17,307.0,51.6,80.2,68.4,68.0,65.97999999999999,AVERAGE,OBS,1,34.9,22.3,40.0,SAFE_RANGE,True,127.7,FOULED,160,A,TAMPING,182,False,0,0,280
TRK-0164,ENGINEERING_TRACK,PHD,CNB,430.38,432.15,DN,60kg 90UTS,7,193.9,72.8,62.9,86.7,67.5,70.02000000000001,AVERAGE,CLEAR,0,43.3,32.3,40.0,SAFE_RANGE,True,54.5,GOOD,130,A,TAMPING,278,False,0,0,316
TRK-0165,ENGINEERING_TRACK,GZB,DER,30.53,31.28,UP,60kg 90UTS,6,169.0,65.3,82.5,86.9,86.4,81.84,GOOD,CLEAR,0,51.5,36.7,40.0,SAFE_RANGE,True,151.7,SATURATED,130,A,NONE,293,True,30,0,261
TRK-0166,ENGINEERING_TRACK,NDLS,GZB,1.95,3.87,DN,60kg 90UTS,21,403.5,68.4,64.8,64.4,55.8,60.08,AVERAGE,CLEAR,0,47.8,32.9,40.0,SAFE_RANGE,True,5.5,GOOD,130,A,TAMPING,326,False,0,0,244
TRK-0167,ENGINEERING_TRACK,PHD,CNB,380.75,382.68,DN,52kg 72UTS,8,248.8,75.7,71.4,76.1,48.6,59.05,AVERAGE,CLEAR,0,48.2,35.8,40.0,SAFE_RANGE,True,13.1,GOOD,130,A,TAMPING,35,False,0,0,295
TRK-0168,ENGINEERING_TRACK,DER,KRJ,56.78,58.01,UP,52kg 72UTS,11,298.5,66.5,73.6,71.5,76.0,73.41,AVERAGE,CLEAR,0,41.8,26.1,40.0,SAFE_RANGE,True,132.2,FOULED,130,A,TAMPING,181,False,0,0,333
TRK-0169,ENGINEERING_TRACK,FZD,ETW,235.68,236.74,UP,60kg 90UTS,11,218.2,61.1,80.6,79.5,64.2,66.75,AVERAGE,CLEAR,0,34.8,21.2,40.0,SAFE_RANGE,True,25.4,GOOD,160,A,MANUAL,30,False,0,0,359
TRK-0170,ENGINEERING_TRACK,ALJN,TDL,203.79,205.59,DN,60kg 90UTS,8,274.0,75.4,75.6,75.2,70.5,72.46000000000001,AVERAGE,CLEAR,0,58.0,41.5,40.0,MODERATE_HEAT_EXPANSION,True,168.1,SATURATED,160,A,MANUAL,165,True,45,0,283
TRK-0171,ENGINEERING_TRACK,DER,KRJ,59.42,60.69,DN,60kg 90UTS,10,249.5,79.4,84.1,80.6,57.1,66.61,AVERAGE,CLEAR,0,33.4,20.3,40.0,SAFE_RANGE,True,82.3,GOOD,130,A,TAMPING,128,False,0,0,342
TRK-0172,ENGINEERING_TRACK,KRJ,ALJN,110.42,110.99,DN,60kg 90UTS,16,431.2,66.3,58.2,67.6,70.2,67.96000000000001,AVERAGE,CLEAR,0,55.3,39.9,40.0,MODERATE_HEAT_EXPANSION,True,51.4,FOULED,130,A,TAMPING,9,False,0,0,363
TRK-0173,ENGINEERING_TRACK,GZB,DER,29.74,31.56,DN,60kg 90UTS,25,576.6,57.0,57.2,62.1,52.0,54.529999999999994,AVERAGE,OBS,1,43.0,28.4,40.0,SAFE_RANGE,True,35.0,FOULED,130,A,CSM,288,False,0,1,21
TRK-0174,ENGINEERING_TRACK,ALJN,TDL,136.66,137.92,DN,60kg 90UTS,20,572.2,34.1,35.3,49.5,61.5,52.2,AVERAGE,OBS,1,32.1,21.3,40.0,SAFE_RANGE,True,67.2,GOOD,160,A,BCM,178,False,0,1,24
TRK-0175,ENGINEERING_TRACK,PHD,CNB,433.99,435.62,UP,60kg 90UTS,20,503.6,53.1,49.1,69.3,66.1,62.120000000000005,AVERAGE,OBS,5,29.3,19.0,40.0,SAFE_RANGE,True,128.4,FOULED,130,A,MANUAL,247,False,0,0,206
TRK-0176,ENGINEERING_TRACK,PHD,CNB,394.47,395.88,UP,60kg 90UTS,11,369.9,55.8,64.4,59.2,44.8,50.39999999999999,AVERAGE,CLEAR,0,39.4,26.3,40.0,SAFE_RANGE,True,111.0,SATURATED,130,A,BCM,158,True,60,0,221
TRK-0177,ENGINEERING_TRACK,PHD,CNB,424.92,426.22,DN,60kg 90UTS,16,501.0,58.4,62.0,58.8,54.9,56.7,AVERAGE,IMR,3,37.5,26.6,40.0,SAFE_RANGE,True,75.0,GOOD,130,A,TAMPING,162,True,30,1,19
TRK-0178,ENGINEERING_TRACK,ETW,PHD,315.6,317.08,UP,60kg 90UTS,24,384.7,59.0,54.1,60.6,49.2,52.790000000000006,AVERAGE,OBS,4,37.4,22.4,40.0,SAFE_RANGE,True,111.6,SATURATED,160,A,BCM,199,True,45,1,26
TRK-0179,ENGINEERING_TRACK,KRJ,ALJN,84.48,86.4,UP,60kg 90UTS,7,107.7,93.0,88.9,78.9,62.6,72.94,AVERAGE,CLEAR,0,37.4,26.2,40.0,SAFE_RANGE,True,124.3,FOULED,130,A,TAMPING,215,False,0,0,327
TRK-0180,ENGINEERING_TRACK,PHD,CNB,420.55,422.43,UP,60kg 90UTS,23,408.5,76.2,64.4,67.5,48.0,57.23,AVERAGE,CLEAR,0,36.0,23.4,40.0,SAFE_RANGE,True,119.2,SATURATED,130,A,TAMPING,274,True,75,0,201
TRK-0181,ENGINEERING_TRACK,TDL,FZD,224.31,225.5,DN,60kg 90UTS,18,397.5,52.7,63.5,70.6,59.6,59.71,AVERAGE,CLEAR,0,53.9,38.1,40.0,SAFE_RANGE,True,115.8,SATURATED,160,A,MANUAL,359,True,60,1,29
TRK-0182,ENGINEERING_TRACK,ETW,PHD,311.57,312.44,DN,60kg 90UTS,8,270.6,72.0,57.9,83.4,64.0,66.92999999999999,AVERAGE,OBS,1,59.7,43.5,40.0,MODERATE_HEAT_EXPANSION,True,126.9,FOULED,160,A,TAMPING,358,False,0,0,249
TRK-0183,ENGINEERING_TRACK,ETW,PHD,318.44,319.46,DN,60kg 90UTS,10,174.4,81.4,71.4,94.4,65.5,72.16,AVERAGE,CLEAR,0,48.6,35.6,40.0,SAFE_RANGE,True,176.4,SATURATED,160,A,TAMPING,181,True,45,0,280
TRK-0184,ENGINEERING_TRACK,ALJN,TDL,134.24,136.17,UP,60kg 90UTS,12,401.8,63.5,55.2,63.7,62.4,62.029999999999994,AVERAGE,CLEAR,0,51.1,35.1,40.0,SAFE_RANGE,True,38.5,GOOD,160,A,TAMPING,280,False,0,0,253
TRK-0185,ENGINEERING_TRACK,ALJN,TDL,202.84,204.38,UP,60kg 90UTS,4,109.3,62.3,83.8,95.3,61.5,67.27000000000001,AVERAGE,CLEAR,0,45.2,33.3,40.0,SAFE_RANGE,True,120.6,SATURATED,160,A,TAMPING,276,True,45,0,264
TRK-0186,ENGINEERING_TRACK,KRJ,ALJN,85.47,86.59,DN,60kg 90UTS,4,114.5,63.0,61.6,91.1,89.0,81.27000000000001,GOOD,OBS,1,39.3,21.6,40.0,SAFE_RANGE,True,176.0,GOOD,130,A,NONE,85,False,0,0,297
TRK-0187,ENGINEERING_TRACK,FZD,ETW,274.31,276.13,DN,60kg 90UTS,16,448.2,60.8,75.9,60.8,52.6,57.39000000000001,AVERAGE,CLEAR,0,50.0,37.7,40.0,SAFE_RANGE,True,51.4,FOULED,160,A,TAMPING,35,False,0,0,295
TRK-0188,ENGINEERING_TRACK,GZB,DER,32.18,33.03,UP,60kg 90UTS,6,140.1,69.2,66.9,82.1,68.5,69.84,AVERAGE,CLEAR,0,57.3,39.8,40.0,MODERATE_HEAT_EXPANSION,True,6.5,GOOD,130,A,MANUAL,208,False,0,0,328
TRK-0189,ENGINEERING_TRACK,ETW,PHD,311.25,312.87,DN,60kg 90UTS,2,30.4,93.3,87.2,91.9,100.0,96.57000000000001,GOOD,CLEAR,0,43.7,32.8,40.0,SAFE_RANGE,True,176.9,FOULED,160,A,NONE,150,False,0,0,338
TRK-0190,ENGINEERING_TRACK,ETW,PHD,355.4,356.71,DN,60kg 90UTS,5,160.1,91.1,82.1,75.0,74.2,78.45,AVERAGE,CLEAR,0,41.7,30.2,40.0,SAFE_RANGE,True,20.3,GOOD,160,A,NONE,88,False,0,0,349
